;genre;filename;year;number;score;sentence1;sentence2;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
581;main-captions;track5.en-en;2017;169;3.2;['a', 'soldier', 'walks', 'a', 'dog'];['a', 'man', 'walks', 'a', 'dog'];0.891891892;1;1;;0.8;1.2
582;main-captions;track5.en-en;2017;170;3;['a', 'shirtless', 'woman', 'is', 'operating', 'a', 'lawn', 'mower'];['a', 'girl', 'is', 'mowing', 'the', 'grass', 'with', 'a', 'lawn', 'mower'];0.8457348;0.929050042;0.974901068;;0.555555556;0.777777778
583;main-captions;track5.en-en;2017;172;2.2;['the', 'two', 'officers', 'are', 'driving'];['two', 'officers', 'are', 'on', 'horses'];0.786380728;;;;0.6;0.6
584;main-captions;track5.en-en;2017;174;2;['the', 'lady', 'looks', 'sad', 'because', 'no', 'one', 'is', 'buying', 'her', 'wares'];['the', 'lady', 'is', 'selling', 'things'];0.699401713;0.811074033;0.873034866;;0.375;0.25
585;main-captions;track5.en-en;2017;180;3.8;['a', 'flock', 'of', 'birds', 'hovered', 'over', 'the', 'sandy', 'beach'];['birds', 'are', 'flying', 'at', 'a', 'beach'];0.717796652;0.367417118;0.718467169;;0.4;0.4
586;main-captions;track5.en-en;2017;181;1.6;['people', 'walk', 'home'];['people', 'waiting'];0.697279286;;;;0.4;0.4
587;main-captions;track5.en-en;2017;185;4.8;['a', 'man', 'is', 'laughing', 'with', 'a', 'woman'];['a', 'man', 'and', 'a', 'woman', 'laughing'];0.955779009;0.843121823;0.816496581;;0.769230769;1.076923077
588;main-captions;track5.en-en;2017;186;1.2;['he', 'is', 'about', 'to', 'run', 'into', 'the', 'boat'];['the', 'man', 'is', 'getting', 'his', 'boat', 'clean', 'to', 'take', 'it', 'out', 'on', 'the', 'water'];0.660392436;0.512919873;0.587848933;;0.363636364;0.181818182
589;main-captions;track5.en-en;2017;187;2.4;['2', 'cows', 'are', 'in', 'a', 'field'];['two', 'sheep', 'are', 'in', 'a', 'field'];0.920353982;0.550044931;0.773259247;;0.666666667;0.833333333
590;main-captions;track5.en-en;2017;188;1.8;['a', 'wet', 'child', 'enjoys', 'the', 'summer'];['a', 'woman', 'is', 'enjoying', 'the', 'summer', 'weather'];0.794042125;0.884622391;0.810025453;;0.461538462;0.461538462
591;main-captions;track5.en-en;2017;191;2.6;"['the', 'girl', 'has', 'a', 'driver', ""'s"", 'license']";"['a', 'man', 'has', 'a', 'driver', ""'s"", 'license']";0.888888889;0.919411992;0.901745079;;0.714285714;0.714285714
592;main-captions;track5.en-en;2017;192;3.8;['people', 'on', 'motorcycles', 'wearing', 'racing', 'gear', 'ride', 'around', 'a', 'racetrack'];['people', 'on', 'motorcycles', 'ride', 'around', 'a', 'racetrack'];0.927546863;1;1;;0.823529412;0.823529412
593;main-captions;track5.en-en;2017;193;1.2;['a', 'man', 'is', 'standing', 'on', 'the', 'ground', 'with', 'a', 'paintbrush'];['a', 'man', 'with', 'a', 'crutch', 'lying', 'on', 'the', 'ground'];0.831027898;0.837747467;0.778612199;;0.736842105;0.736842105
594;main-captions;track5.en-en;2017;194;0.2;['the', 'kids', 'are', 'at', 'the', 'theater', 'watching', 'a', 'movie'];['it', 'is', 'picture', 'day', 'for', 'the', 'boys'];0.703556397;0.455138815;0.492839573;0;0.25;0.25
595;main-captions;track5.en-en;2017;195;3.8;['two', 'women', 'walk', 'down', 'the', 'sidewalk', 'to', 'the', 'store'];['two', 'women', 'walk', 'down', 'the', 'sidewalk', 'in', 'the', 'afternoon'];0.8329374;0.772958435;0.842118955;;0.777777778;0.555555556
596;main-captions;track5.en-en;2017;196;2.4;['a', 'man', 'has', 'his', 'son', 'on', 'his', 'back'];['a', 'man', 'spent', 'his', 'time', 'with', 'his', 'son'];0.741045425;1;1;;0.625;0.375
597;main-captions;track5.en-en;2017;197;0.4;['a', 'group', 'of', 'dark-skinned', 'people', 'are', 'walking', 'past', 'barbed', 'wire'];['two', 'women', 'are', 'gossiping', 'by', 'a', 'fence'];0.670407873;0.599758011;0.651571988;;0.235294118;0.352941176
598;main-captions;track5.en-en;2017;198;3.4;['zombies', 'parading', 'around', 'eating', 'brains'];['the', 'zombies', 'are', 'eating', 'flesh', 'together'];0.584593017;0.682163424;0.577350269;;0.363636364;0.363636364
599;main-captions;track5.en-en;2017;199;4.2;['a', 'group', 'of', 'people', 'are', 'sitting', 'at', 'at', 'a', 'beach', 'on', 'towels', 'watching', 'the', 'blue', 'angels'];['a', 'group', 'of', 'people', 'are', 'sitting', 'at', 'a', 'beach', 'watching', 'the', 'blue', 'angels'];0.926799116;1;1;;0.965517241;0.965517241
600;main-captions;track5.en-en;2017;201;2.4;['three', 'people', 'are', 'meeting', 'for', 'coffee'];['two', 'people', 'make', 'coffee'];0.816903769;1;1;;0.4;0.4
601;main-captions;track5.en-en;2017;202;0.8;"['a', 'young', 'girl', 'with', 'dirt', 'on', 'her', 'face', 'and', 'a', 'red', 'child', ""'s"", 'bike', 'is', 'in', 'the', 'background']";['the', 'old', 'woman', 'in', 'shorts', 'and', 'a', 'white', 't-shirt', 'is', 'standing', 'on', 'a', 'path', 'watching', 'children', 'play'];0.73942461;0.814588716;0.909472824;;0.4;0.457142857
602;main-captions;track5.en-en;2017;204;4.4;['a', 'line', 'of', 'scooters', 'are', 'parking', 'in', 'the', 'middle', 'of', 'a', 'street'];['a', 'line', 'of', 'motor', 'bikes', 'are', 'parked', 'in', 'the', 'middle', 'of', 'a', 'street'];0.925833578;0.851498007;0.90878519;;0.8;0.8
603;main-captions;track5.en-en;2017;205;3;['a', 'man', 'holding', 'a', 'cat'];['a', 'man', 'holding', 'a', 'dog'];0.902485256;1;1;;0.8;1.2
604;main-captions;track5.en-en;2017;212;2;['the', 'cats', 'are', 'running', 'through', 'the', 'grass'];['some', 'dogs', 'running', 'through', 'the', 'park'];0.658709341;;;;0.615384615;0.307692308
605;main-captions;track5.en-en;2017;213;3;['the', 'two', 'boys', 'are', 'playing', 'kick', 'ball', 'back', 'and', 'forth', 'to', 'each', 'other'];['the', 'players', 'are', 'kicking', 'each', 'other', 'while', 'attempting', 'to', 'kick', 'the', 'ball'];0.775332135;0.294574765;0.31660158;0;0.56;0.48
606;main-captions;track5.en-en;2017;214;2.2;['two', 'girls', 'are', 'running'];['three', 'boys', 'are', 'running'];0.73875803;0.97783284;0.984776605;0;0.5;0.5
607;main-captions;track5.en-en;2017;216;1.8;['a', 'little', 'girl', 'in', 'a', 'white', 'blouse', 'and', 'blue', 'pants', 'frolics', 'on', 'the', 'grass'];['a', 'woman', 'in', 'a', 'green', 'shirt', 'and', 'white', 'pants', 'golfs', 'on', 'the', 'green'];0.765131197;0.773446119;0.897244098;;0.592592593;0.592592593
608;main-captions;track5.en-en;2017;224;2.8;['a', 'man', 'in', 'a', 'white', 'shirt', 'and', 'hat', 'playing', 'a', 'guitar'];['a', 'man', 'in', 'a', 'green', 'shirt', 'and', 'black', 'hat', 'playing', 'a', 'guitar', 'on', 'stage'];0.887722368;1;1;;0.8;1.2
609;main-captions;track5.en-en;2017;225;2.8;['a', 'black', 'hooded', 'man', 'is', 'using', 'a', 'large', 'magnifying', 'glass', 'to', 'look', 'at', 'a', 'booklet'];['a', 'white', 'hooded', 'woman', 'is', 'using', 'a', 'magnifying', 'glass', 'to', 'look', 'at', 'a', 'booklet'];0.911334241;0.988337282;0.984584191;;0.827586207;1.172413793
610;main-captions;track5.en-en;2017;226;5;['the', 'people', 'are', 'running', 'a', 'marathon'];['people', 'are', 'running', 'a', 'marathon'];1;1;1;;0.909090909;0.909090909
611;main-captions;track5.en-en;2017;228;2.2;['a', 'group', 'of', 'people', 'are', 'nervous', 'about', 'crossing', 'the', 'water'];['a', 'group', 'of', 'people', 'are', 'on', 'the', 'water'];0.777817459;1;1;;0.777777778;0.555555556
612;main-captions;track5.en-en;2017;229;1.2;['a', 'group', 'of', 'kids', 'are', 'having', 'a', 'jumping', 'contest'];['a', 'group', 'of', 'kids', 'are', 'having', 'a', 'sleepover'];0.883421428;0.660264982;0.843848283;;0.823529412;0.941176471
613;main-captions;track5.en-en;2017;231;1.6;['the', 'person', 'is', 'wearing', 'a', 'fedora'];['a', 'man', 'is', 'wearing', 'a', 'uniform'];0.831758034;0.560529302;0.801993266;;0.5;0.666666667
614;main-captions;track5.en-en;2017;232;2.8;['a', 'woman', 'and', 'a', 'man', 'embrace', 'while', 'watching', 'a', 'horror', 'movie'];['a', 'man', 'and', 'a', 'woman', 'watch', 'a', 'movie', 'together'];0.830902604;0.720530197;0.863826219;;0.7;1.3
615;main-captions;track5.en-en;2017;233;1.8;['a', 'man', 'in', 'a', 'blue', 'dress', 'shirt'];['a', 'man', 'in', 'a', 'white', 'shirt', 'and', 'blue', 'pants', 'is', 'talking', 'with', 'a', 'woman', 'in', 'a', 'pink', 'shirt'];0.862439362;0.583303;0.651571988;;0.48;1.12
616;main-captions;track5.en-en;2017;234;2.6;['a', 'couple', 'is', 'playing', 'the', 'game', 'of', 'life'];['the', 'family', 'is', 'playing', 'a', 'game', 'together'];0.83583124;0.556456553;0.82952255;;0.666666667;0.533333333
617;main-captions;track5.en-en;2017;235;0.2;['the', 'head', 'of', 'a', 'child', 'with', 'dark', 'glasses', 'is', 'in', 'focus'];['there', 'is', 'a', 'woman', 'with', 'a', 'full', 'head', 'of', 'hair'];0.684384346;0.618428943;0.82588243;;0.476190476;0.380952381
618;main-captions;track5.en-en;2017;239;2.4;['a', 'maintenance', 'guy', 'is', 'repairing', 'a', 'net', 'on', 'a', 'tennis', 'court'];['a', 'man', 'removing', 'a', 'tennis', 'net'];0.747838961;0.490410922;0.602888311;;0.588235294;0.941176471
619;main-captions;track5.en-en;2017;240;4.2;['a', 'kid', 'sits', 'on', 'a', 'soccer', 'ball', 'outside'];['a', 'kid', 'sitting', 'on', 'a', 'soccer', 'ball', 'at', 'the', 'park'];0.891990209;0.725869554;0.807747681;;0.666666667;1
620;main-captions;track5.en-en;2017;242;2.2;['a', 'man', 'in', 'a', 'brown', 'coat', 'rubs', 'his', 'nose'];['a', 'bald', 'man', 'with', 'a', 'red', 'beard', 'holds', 'his', 'hand', 'near', 'his', 'mouth'];0.631267401;1;1;;0.363636364;0.454545455
621;main-captions;track5.en-en;2017;243;1.6;['the', 'dog', 'is', 'chasing', 'the', 'geese'];['one', 'dog', 'is', 'chasing', 'the', 'other'];0.721597115;0.684131957;0.816496581;;0.833333333;0.833333333
622;main-captions;track5.en-en;2017;244;0.8;['small', 'child', 'playing', 'with', 'letter', 'p'];['2', 'young', 'girls', 'are', 'sitting', 'in', 'front', 'of', 'a', 'bookcase', 'and', '1', 'is', 'reading', 'a', 'book'];0.553871968;0.700217427;0.772336232;0;0;0
623;main-captions;track5.en-en;2017;245;5;['a', 'brown', 'dog', 'is', 'jumping'];['a', 'brown', 'dog', 'is', 'jumping'];1;1;1;;1;1
624;main-captions;track5.en-en;2017;248;1.2;['a', 'group', 'of', 'teenagers', 'in', 'red', 'shirts', 'are', 'smiling'];['a', 'group', 'of', 'people', 'are', 'wearing', 'orange', 'shirts'];0.772643794;0.570163673;0.77498326;;0.588235294;0.470588235
625;main-forums;answer-answer;2016;8;3;['i', 'remained', 'under', 'the', 'banyan', 'tree', 'exhausted', 'by', 'my', 'daily', 'ritual', 'of', 'dragooning', 'the', 'men', 'every', 'two', 'hours'];['i', 'remained', 'under', 'the', 'banyan', 'tree', 'exhausted', 'by', 'my', 'daily', 'ritual', 'of', 'herding', 'the', 'cats', 'every', 'two', 'hours'];0.938548178;0.730725171;0.779487174;;0.888888889;0.666666667
626;main-forums;answer-answer;2016;15;3;['in', 'the', 'us', 'it', 'will', 'depend', 'on', 'the', 'school'];['it', 'really', 'depends', 'on', 'the', 'school', 'and', 'the', 'program'];0.757312183;0.65772826;0.771666936;;0.555555556;0.444444444
627;main-forums;answer-answer;2016;28;0;"['there', ""'s"", 'also', 'what', 'the', 'string', 'is', 'made', 'of']";['there', 'is', 'also', 'a', 'youtube-version', 'of', 'the', 'film'];0.827186851;0.824464302;0.816496581;;0.588235294;0.352941176
628;main-forums;answer-answer;2016;34;0;['you', 'also', 'imply', 'you', 'may', 'not', 'be', 'paid', 'if', 'they', 'can', 'not', 'place', 'you', 'with', 'a', 'client'];['you', 'can', 'do', 'it', 'but', 'you', 'might', 'not', 'be', 'a', 'professor'];0.620196941;0.32627223;0.492040502;;0.571428571;0.357142857
629;main-forums;answer-answer;2016;40;2;['i', 'did', 'this', 'one', 'time', 'as', 'well'];['i', 'have', 'this', 'habit', 'as', 'well'];0.819094519;;;;0.615384615;0.615384615
630;main-forums;answer-answer;2016;41;0;['you', 'just', 'have', 'to', 'base', 'your', 'answer', 'on', 'what', 'you', 'do', 'know', 'which', 'is', 'what', 'you', 'want'];['you', 'may', 'want', 'it', 'but', 'the', 'process', 'given', 'to', 'you', 'is', 'what', 'you', 'have', 'to', 'work', 'within'];0.748490288;0.376038908;0.447213595;;0.529411765;0.294117647
631;main-forums;answer-answer;2016;47;5;['you', 'do', 'not', 'need', 'to', 'worry'];"['you', 'do', ""n't"", 'have', 'to', 'worry']";0.745643719;;;;0.666666667;0.333333333
632;main-forums;answer-answer;2016;48;3;['you', 'should', 'do', 'it'];['you', 'should', 'do', 'what', 'it', 'says'];0.92717265;1;1;;0.8;0.4
633;main-forums;answer-answer;2016;61;2;['you', 'should', 'just', 'ask', 'your', 'boss', 'what', 'he', 'wants', 'you', 'to', 'do'];"['you', 'should', 'listen', 'to', 'your', 'boss', 'because', 'you', ""'re"", 'not', 'paid', 'to', 'tell', 'the', 'boss', 'what', 'to', 'do']";0.592268117;0;0;0;0.533333333;0.2
634;main-forums;answer-answer;2016;65;0;"['you', 'need', 'to', 'read', 'a', 'lot', 'to', 'know', 'what', 'you', 'like', 'and', 'what', 'you', 'do', ""n't""]";['you', 'have', 'to', 'decide', 'how', 'much', 'you', 'want', 'to', 'demand', 'and', 'what', 'unmet', 'demands', 'you', 'can', 'live', 'with'];0.826284563;0;0;0;0.470588235;0.235294118
635;main-forums;answer-answer;2016;80;2;['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'have', 'in', 'your', 'tank'];['i', 'think', 'it', 'depends', 'what', 'you', 'want', ':'];0.714022356;1;1;;0.526315789;0.315789474
636;main-forums;answer-answer;2016;87;5;['you', 'can', 'do', 'it', 'too'];['yes', 'you', 'can', 'do', 'it'];0.768662442;0.348884148;0.546497977;;0.8;0.6
637;main-forums;answer-answer;2016;92;1;['you', 'should', 'do', 'it'];['you', 'can', 'do', 'it', 'too'];0.783349452;0.549479872;0.707106781;;0.666666667;0.444444444
638;main-forums;answer-answer;2016;102;4;['you', 'have', 'to', 'decide', 'what', 'you', 'want', 'to', 'get', 'out', 'of', 'this'];['you', 'have', 'to', 'know', 'what', 'you', 'want', 'to', 'do'];0.870466321;;;;0.666666667;0.285714286
639;main-forums;answer-answer;2016;107;4;['i', 'have', 'few', 'suggestions', 'for', 'you', ':'];['i', 'have', 'two', 'suggestions', 'for', 'you', ':'];0.851158947;1;1;;0.857142857;0.428571429
640;main-forums;answer-answer;2016;110;1;['you', 'want', 'to', 'start', 'in', 'the', 'room', 'that', 'is', 'the', 'largest', 'to', 'make', 'sure', 'you', 'have', 'the', 'straightest', 'start'];['you', 'will', 'have', 'to', 'start', 'with', 'the', 'clinic', 'and', 'maybe', 'move', 'on', 'to', 'the', 'insurance', 'company'];0.530566215;0;0;0;0.571428571;0.228571429
641;main-forums;answer-answer;2016;116;1;"['if', 'you', 'do', ""n't"", 'want', 'to', 'derail', 'the', 'meeting', 'but', 'the', 'key', 'is', 'to', 'speak', 'up']";['the', 'key', 'thing', 'you', 'need', 'to', 'do', 'in', 'this', 'meeting', 'is', 'listen'];0.781402696;0.348852008;0.522305349;;0.642857143;0.357142857
642;main-forums;answer-answer;2016;120;1;['unfortunately', 'the', 'answer', 'to', 'your', 'question', 'is', 'we', 'simply', 'do', 'not', 'know'];['my', 'answer', 'to', 'your', 'question', 'is', 'probably', 'not'];0.762770071;0.324456823;0.577350269;;0.6;0.5
643;main-forums;answer-answer;2016;121;4;['as', 'soon', 'as', 'possible'];['start', 'them', 'as', 'early', 'as', 'possible'];0.661437828;;;;0.6;1
644;main-forums;answer-answer;2016;132;1;['you', 'just', 'have', 'to', 'base', 'your', 'answer', 'on', 'what', 'you', 'do', 'know', 'which', 'is', 'what', 'you', 'want'];['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'do', 'next', 'and', 'where', 'you', 'want', 'to', 'do', 'it'];0.727937795;0.716410402;0.696981959;0;0.545454545;0.424242424
645;main-forums;answer-answer;2016;136;5;['the', 'answer', 'to', 'both', 'questions', 'is', ':', 'yes'];['the', 'answer', 'to', 'both', 'of', 'your', 'questions', 'is', 'yes'];1;1;1;;0.823529412;0.588235294
646;main-forums;answer-answer;2016;139;4;['to', 'give', 'this', 'an', 'answer', ':'];"['i', ""'ll"", 'answer', 'this', 'question', ':']";0.586783539;;;;0.5;0.166666667
647;main-forums;answer-answer;2016;141;4;['unfortunately', 'the', 'answer', 'to', 'your', 'question', 'is', 'we', 'simply', 'do', 'not', 'know'];"['sorry', 'i', 'do', ""n't"", 'know', 'the', 'answer', 'to', 'your', 'question']";0.653435963;;;;0.636363636;0.545454545
648;main-forums;answer-answer;2016;142;4;['the', 'rule', '-', 'when', 'in', 'doubt', 'throw', 'it', 'out'];['i', 'always', 'go', 'by', 'the', 'rule', 'when', 'in', 'doubt', 'throw', 'it', 'out'];0.837869171;0.358894118;0.577350269;;0.761904762;0.571428571
649;main-forums;answer-answer;2016;155;4;['this', 'is', 'not', 'a', 'good', 'idea'];['this', 'sound', 'like', 'a', 'very', 'bad', 'idea'];0.751672243;0.8649559;0.707106781;;0.461538462;0.461538462
650;main-forums;answer-answer;2016;159;3;"['yes', 'it', ""'s"", 'probably', 'a', 'good', 'idea', 'to', 'renew', 'your', 'passport']";"['it', ""'s"", 'a', 'good', 'idea']";0.790644225;0.696228086;0.795895142;;0.625;0.5
651;main-forums;answer-answer;2016;175;4;['it', 'probably', 'depends', 'on', 'the', 'cut', 'of', 'meat'];"['it', 'depends', 'on', 'the', 'meat', 'and', 'how', 'it', ""'s"", 'cut']";0.912870929;0.889909488;0.866025404;;0.666666667;0.666666667
652;main-forums;answer-answer;2016;184;0;"['it', ""'s"", 'not', 'a', 'good', 'idea']";"['it', ""'s"", 'a', 'good', 'question']";0.756636594;0.875432316;0.857101631;;0.727272727;0.545454545
653;main-forums;answer-answer;2016;189;0;"['it', ""'s"", 'pretty', 'much', 'up', 'to', 'you']";"['it', ""'s"", 'much', 'better', 'to', 'ask']";0.6880896;0.41444858;0.707106781;;0.615384615;0.307692308
654;main-forums;answer-answer;2016;193;1;['yes', 'there', 'is', 'a', 'reason', 'for', 'it'];['yes', 'that', 'is', 'exactly', 'what', 'it', 'means'];0.683058656;0.777678814;0.852398181;;0.428571429;0.428571429
655;main-forums;answer-answer;2016;202;4;['have', 'you', 'tried', 'asking', 'your', 'employees'];['have', 'you', 'tried', 'asking'];0.928571429;;;;0.8;0.6
656;main-forums;answer-answer;2016;209;5;['you', 'guys', 'are', 'making', 'this', 'all', 'waaaaay', 'too', 'complicated'];['you', 'are', 'making', 'this', 'too', 'complicated'];0.853066687;1;1;;0.8;0.533333333
657;main-forums;answer-answer;2016;212;2;"['you', 'do', ""n't"", 'have', 'to', 'know']";['you', 'have', 'no', 'need', 'to', 'do', 'anything'];0.811534575;;;;0.615384615;0.307692308
658;main-forums;answer-answer;2016;215;4;['there', 'are', 'two', 'things', 'to', 'consider', ':'];['there', 'are', 'two', 'possible', 'causes', 'for', 'this', ':'];0.80431556;;;;0.533333333;0.4
659;main-forums;answer-answer;2016;227;0;['work', 'into', 'it', 'slowly'];['it', 'seems', 'to', 'work'];0.763762616;0.180972255;0.5;;0.5;0.5
660;main-forums;answer-answer;2016;232;2;['you', 'can', 'buy', 'it', 'on', 'amazon', 'for', '$', '5'];['you', 'can', 'buy', 'it', 'on', 'ebay', 'for', '$', '25', 'and', 'up'];0.778700649;0.847009132;0.924264537;;0.7;0.4
661;main-forums;answer-answer;2016;236;1;['the', 'coffee', 'simply', 'picks', 'up', 'the', 'aluminum', 'from', 'the', 'pot', 'as', 'the', 'coffee', 'is', 'acidic'];['one', 'idea', 'is', 'cleaning', 'the', 'coffee', 'residue', 'from', 'the', 'coffee', 'pot'];0.673206817;0.568348582;0.630703154;;0.692307692;0.538461538
662;main-forums;answer-answer;2016;239;0;['there', 'are', 'two', 'ways', 'to', 'start', 'with', ':', 'plunging', 'and', 'dripping'];['there', 'are', 'two', 'traditional', 'ways', 'to', 'bend', 'wood', ':'];0.758358523;0.609912321;0.649542505;;0.6;0.4
663;main-forums;answer-answer;2016;242;2;['you', 'might', 'have', 'to', 'try', 'a', 'variety', 'before', 'you', 'find', 'one', 'that', 'clicks', 'with', 'him'];['my', 'advice', 'would', 'be', 'to', 'try', 'a', 'variety', 'of', 'coffees', 'that', 'you', 'can', 'afford', 'and', 'find', 'one', 'you', 'like'];0.733999963;0.696365411;0.723048845;;0.529411765;0.294117647
664;main-forums;answer-answer;2016;249;5;"['it', ""'s"", 'not', 'a', 'good', 'idea']";['it', 'is', 'not', 'a', 'good', 'idea'];0.963086825;0.91693403;0.894427191;;0.833333333;0.833333333
